TIME_GRP,B_NAME,LENGTH_RH_BOW_MM,LENGTH_RH_P_MM,LENGTH_RH_S_MM,TWA_SGP_DEG,TWS_MHU_TM_KM_H_1,BDE_BOAT_RACE_STATUS_UNK,HEADING_DEG,DB_STOW_STATE_P_UNK,DB_STOW_STATE_S_UNK,ANGLE_PILOT_P_R_DEG,ANGLE_DB_CANT_P_DEG,ANGLE_RUDDER_OFFSET_DEG,ANGLE_RUDDER_DEG,ANGLE_FLAP_4_TWIST_DEG,ANGLE_FLAP_1_TWIST_DEG,ANGLE_CA1_DEG,ANGLE_JORAL_P_L_DEG,ANGLE_CA5_DEG,ANGLE_CA6_DEG,ANGLE_FLAP_2_TWIST_DEG,ANGLE_RUD_RAKE_P_DEG,ANGLE_DB_RAKE_P_TARG_DEG,ANGLE_DB_CANT_S_DEG,ANGLE_RUD_AVG_DEG,ANGLE_RUD_DIFF_TACK_DEG,ANGLE_CA1_TARG_DEG,ANGLE_RUD_DIFF_DEG,ANGLE_CA4_TARG_DEG,ANGLE_FLAP_3_TWIST_DEG,ANGLE_JORAL_S_R_DEG,ANGLE_DB_RAKE_S_DEG,ANGLE_CA5_TARG_DEG,ANGLE_DB_RAKE_S_TARG_DEG,ANGLE_WING_TWIST_ABS_DEG,ANGLE_CA2_DEG,ANGLE_WING_TWIST_DEG,ANGLE_RUD_RAKE_P_TARG_DEG,ANGLE_CA6_TARG_DEG,ANGLE_DB_RAKE_LIM_DEG,ANGLE_CA4_DEG,ANGLE_JORAL_S_L_DEG,ANGLE_PILOT_P_L_DEG,ANGLE_PILOT_S_R_DEG,ANGLE_RUD_RAKE_S_TARG_DEG,ANGLE_FLAP_5_TWIST_DEG,ANGLE_JORAL_P_R_DEG,ANGLE_DB_RAKE_S_AOA_DEG,ANGLE_CA2_TARG_DEG,ANGLE_WING_ROT_DEG,ANGLE_PILOT_S_L_DEG,ANGLE_DB_RAKE_P_DEG,ANGLE_RUD_RAKE_S_DEG,ANGLE_DB_RAKE_P_AOA_DEG,ANGLE_CA3_TARG_DEG,ANGLE_CA3_DEG,PK,TIME_SAILED,BOAT_SPEED_KNOTS,FOILING,TIME_FOILING,MANEUVER,MANEUVER_ID,TIME_IN_MANEUVER,LATITUDE,LONGITUDE,BDE_LEG_NUM_UNK
170,USA,1.513476014,1.435577154,1.375608325,42.44031956,43.62770462,2,144.6765616,5,5,167.6979327,-8.052010121,68.87200076,54.96287035,7.168942647,8.015820364,-20.13929259,224.4761615,-4.974368289,3.458627649,0,4.16671891,0.294370481,-11.11129454,2.440163201,3.453111631,-20.03951035,3.453111631,-12.74598335,0,157.4145775,0.744475785,-5.155682064,2.029939905,23.59791938,0,23.5889855,4.17497917,3.194286309,0.065419292,-12.13367567,323.3986109,174.7292983,252.9092281,0.823025735,8.404221632,110.2385429,-1.714394237,0,15.10785593,198.679862,0.123936477,0.713607279,-2.43102078,0,0,170-USA,1,26.42044737,Yes,1,Y,USA-3,-2,32.295674,-64.8440755,3
178,DEN,0.387207478,0.170927912,0.24937205,57.26949695,41.06828156,2,131.2907978,5,1,310.6542702,-10.18502356,68.87200076,67.99915723,6.616644586,7.170005595,-25.03877682,333.2644913,-11.2627002,-4.521621943,0,-1.590991502,7.823143289,6.532998248,1.499064946,-6.180112682,-25.0396767,-6.180112682,-18.51788252,0,282.8144738,7.021075882,-11.95339283,6.999882659,20.51715402,0,20.52772886,-1.499974855,-4.231345733,-6.179896678,-17.87934521,54.64685115,159.6997676,164.7975066,4.561668623,6.741078253,291.0763252,8.224055756,0,23.75562845,256.820413,7.214265221,4.589121287,8.415450463,0,0,178-DEN,1,13.36050067,Yes,1,N,X,0,32.2970107,-64.846276,3
66,ESP,0.607242227,0.67247051,0.778686285,142.4996164,93.45217209,2,22.93861488,5,5,355.0397354,-10.26984085,68.87200076,70.60389085,2.263927672,1.309468286,-29.24956795,205.5134663,-25.67617349,-22.71581582,0,3.131659664,2.15157725,-11.12687505,1.70756821,2.848182907,-29.49955629,2.848182907,-27.73482836,0,153.1957609,2.512767685,-25.38574701,2.460568178,6.533753411,0,6.533753411,3.18991947,-22.69669812,-0.213312037,-27.95094408,352.7545453,302.7000504,109.2497569,0.323027313,2.960357666,41.33121295,0.640614275,0,81.52901065,235.7263573,2.118338348,0.283476836,0.215569695,0,0,66-ESP,1,39.60683958,Yes,1,Y,ESP-1,-4,32.2853009,-64.83843,2
72,USA,0.62646085,0.710609555,0.646473348,-142.7353125,45.03719902,2,320.0726366,1,5,257.65539,6.086654777,68.87200076,66.67419615,-3.706158401,-3.671836273,30.25410436,231.9469951,22.85527121,19.7035675,0,-0.11778181,6.999882659,-10.60094878,1.941218096,4.118000025,30.03944518,-4.118000025,26.51020959,0,114.0618437,2.078821648,22.83736928,2.027384134,10.55053601,0,-10.54039488,-0.158292622,18.79693331,-1.120696158,26.59299661,248.2289913,232.6501221,352.7105862,4.078009267,-3.162399784,110.8318131,1.100650941,0,-17.84485446,235.7263573,6.962546283,4.000218108,5.984373975,0,0,72-USA,1,42.65360768,Yes,1,N,X,0,32.2855329,-64.8433749,2
73,ESP,0.682102144,0.646464944,0.722450376,-173.9012881,89.7610817,2,298.5880033,6,5,354.3805402,-10.22402052,68.87200076,70.44207684,-3.617864972,-1.815679646,29.7341528,205.447555,24.28004013,22.13682239,0,-1.634218808,4.147689149,-10.69358664,1.699890437,6.668218491,29.49955629,-6.668218491,27.73482836,0,327.5954616,3.227727768,25.38574701,3.240845787,7.597330404,0,-7.567124747,-1.499974749,22.69669812,-0.581421187,27.89697705,352.952293,303.1395048,67.63289516,5.012921292,-2.133579702,41.50699811,1.60759868,0,23.89181218,235.9900299,4.08866735,5.033999682,2.39830332,0,0,73-ESP,1,33.23479291,Yes,1,Y,ESP-1,3,32.2861529,-64.8388622,2
74,AUS,0.653578579,0.734146655,0.634497643,-125.1501299,24.03920517,2,302.708957,1,5,259.4132348,6.331926016,68.87200076,66.78872476,-5.093262246,-4.554332573,32.1811432,270.0921263,22.51183051,18.04845045,0,-0.656579201,4.999916185,-10.58133333,2.014136128,5.341430766,32.03956021,-5.341430766,27.68666699,0,119.7308802,2.243722478,23.0452717,2.27811056,14.1326919,0,-14.1113245,-0.679716147,17.9993892,-0.77353109,27.61548788,356.5998052,190.3301197,271.2786667,4.803438536,-4.463729259,13.07393488,0.875745404,0,-31.27427166,151.4379161,4.98147254,4.684851511,3.611688347,0,0,74-AUS,1,39.53026672,Yes,1,Y,AUS-1,10,32.2865982,-64.8411564,2
74,USA,0.841240764,0.909543276,0.817559361,-144.5464465,41.33067627,2,323.5925609,1,5,273.4320068,6.084003383,68.87200076,67.00306976,-5.209021146,-4.515122164,30.26517951,232.4963062,20.44794542,16.16007731,0,-0.170811172,6.999882659,-10.6044834,1.922185347,4.18599285,30.03944518,-4.18599285,26.6499416,0,114.039871,2.000862936,23.12251944,1.896834033,14.10510306,0,-13.77562498,-0.223818736,19.24206016,-0.590381008,25.62204253,248.2948889,232.7380129,352.7105862,4.143535114,-4.051482093,110.6999768,0.472076155,0,-18.16909891,235.7263573,6.962546283,4.015181772,5.437382971,0,0,74-USA,1,42.27475867,Yes,1,N,X,0,32.2858395,-64.84367,2
196,NZL,0.892027974,0.96983701,0.913199425,-42.69483631,37.93706818,2,217.2393848,1,5,137.0675806,6.270037672,68.87200076,69.45860473,-7.232010053,-5.489796135,20.00692352,240.9998644,7.284603363,-0.515884241,0,-0.46370992,4.999916185,-10.5563041,2.741895772,6.411211706,19.91965932,-6.411211706,14.58417509,0,79.19069539,4.217634982,7.655566305,4.166915705,20.52280771,0,-20.50306334,-0.429218025,-0.235536432,-0.368248262,14.50693248,284.3306118,268.4221723,133.9034681,5.915453097,-7.781257153,222.9600371,2.217052084,0,-21.02625925,276.8598056,4.975827388,5.947501625,2.980595303,0,0,196-NZL,1,28.47316781,Yes,1,Y,NZL-3,11,32.2935714,-64.8436594,3
233,USA,0.694437504,0.599058628,0.695433557,50.75720527,39.58705673,2,116.9230304,5,6,17.49050766,-10.96691373,68.87200076,67.61144154,9.058514481,8.347146864,-20.10868139,128.6299474,-2.703019403,7.806371759,0,6.331404361,5.786537545,-3.212576488,2.604948345,7.452912031,-20.03951035,7.452912031,-11.53099942,0,158.0737591,1.589318852,-2.676278145,1.655427933,27.91505144,0,27.91505144,6.39770458,7.064661026,-1.640766932,-11.76153367,184.9906876,220.6528675,14.50218037,-1.10216959,10.50939095,108.1291346,0.067223375,0,22.81532143,161.5015441,5.848146279,-1.12150767,4.336916125,0,0,233-USA,1,20.06237645,Yes,1,Y,USA-4,2,32.2891967,-64.850075,3
414,DEN,1.136614799,1.234851599,0.990704238,-136.2297486,34.41945877,2,323.5355971,1,5,235.155053,6.422697096,68.87200076,67.84364748,-2.492986817,-1.603021493,23.81833471,128.058643,19.70164309,17.14684157,0,-0.270055781,6.999882659,-10.16429649,1.107529154,2.755170032,24.03967894,-2.755170032,22.48736648,0,89.69378463,1.44893648,20.92489241,1.418978737,6.671492286,0,-6.651019221,-0.220455414,19.08689533,-0.579487283,22.20483229,53.72398331,44.86886504,90.00140952,2.522074458,-2.555010911,292.3287907,-0.091633218,0,-23.60876572,212.6107432,6.980756848,2.48511417,5.434782803,0,0,414-DEN,1,42.24095657,Yes,1,N,X,0,32.2786499,-64.8433955,4
415,GBR,1.292675972,1.243837714,-0.860181689,145.0627268,47.76735992,2,22.44562378,5,1,45.79173288,-10.28857435,68.87200076,68.09372119,2.06717084,2.382248106,-31.33575019,127.5972091,-26.88633274,-24.72898505,0,3.426007733,1.900034616,6.273255118,1.705286713,3.44144204,-31.03937804,3.44144204,-28.90884738,0,301.8431076,6.981629832,-26.70673633,6.999882659,6.606767706,0,6.596254337,3.447627416,-24.33287164,-1.46570769,-28.94255778,92.35251773,2.329138049,16.87526471,-0.015519359,2.146835605,290.2193824,6.363639865,0,19.72737583,359.258552,1.913105891,-0.015434245,1.300552008,0,0,415-GBR,1,43.84434856,Yes,1,N,X,0,32.2869437,-64.8455634,4
420,FRA,0.391146898,0.515934348,-0.858943403,-106.3230823,33.20652008,2,275.4493715,1,5,154.2065196,6.308059628,68.87200076,66.89800096,-4.223287391,-3.72945831,28.46219911,288.1978649,20.50945469,15.8024913,0,-1.464710269,4.999916185,-10.472344,1.531437268,5.99229486,28.32450421,-5.99229486,24.48563053,0,25.02724746,4.481298214,20.68432632,4.499061828,12.65970867,0,-12.66962525,-1.499974855,16.63625761,-2.629852709,24.72219413,215.13764,157.3266866,262.8410335,4.593283007,-4.716879976,231.903036,4.397672792,0,-33.28648979,60.64548187,4.982719049,4.527584698,4.902720458,0,0,420-FRA,1,22.81902188,Yes,1,N,X,0,32.282581,-64.8397737,4
432,DEN,1.010830402,0.960597992,1.033465624,-153.1025015,35.61796074,2,316.7716608,1,5,237.2644613,6.422403398,68.87200076,69.19592248,-1.194153776,-1.302809812,23.84975187,128.1025884,21.34215891,19.05571723,0,-0.327250718,6.999882659,-10.16078151,1.29192676,3.238355116,24.03967894,-3.238355116,22.48736648,0,89.69378463,1.373272285,20.92489241,1.403115623,4.794034646,0,-4.783191721,-0.254821925,19.08689533,-1.539114614,22.53637138,53.8118776,45.13254107,89.95746409,2.942996819,-2.286228026,292.3727498,0.801884379,0,-15.6419033,212.6107432,6.978960509,2.911104318,6.405766765,0,0,432-DEN,1,41.38989771,Yes,1,N,X,0,32.2814017,-64.8460895,4
432,GBR,1.175949931,1.215472221,-0.860883594,143.8412977,49.90599632,2,24.39659048,5,1,45.79173288,-10.27800036,68.87200076,67.80897744,3.1864873,2.947063556,-30.85463167,127.6851,-24.72108081,-21.34572085,0,3.424639347,1.969636379,6.273255118,1.706655312,3.43596807,-31.03937804,3.43596807,-28.25512144,0,301.7112576,6.981629832,-25.37732539,6.999882659,9.508909962,0,9.508909962,3.412755459,-22.27506884,-0.314044467,-27.90756726,91.45162261,2.329138049,17.00710273,0.019352589,3.375359319,290.1534574,5.200463772,0,21.87882907,21.66537883,2.047186773,-0.011328746,0.260592874,0,0,432-GBR,1,44.1047623,Yes,1,Y,GBR-7,-14,32.2900217,-64.8439767,4
433,DEN,1.168401361,1.0796175,1.116017103,-152.4978248,27.69637184,2,314.3337204,1,5,24.7415987,6.422697096,68.87200076,68.30806619,-1.194153776,-1.323752133,23.86022768,128.058643,21.34215891,19.04561709,0,-0.441641072,6.999882659,-10.16634811,1.297537867,3.478357932,24.03967894,-3.478357932,22.48736648,0,89.6498392,0.742736275,20.92489241,0.76032129,4.814611018,0,-4.804133935,-0.41073516,19.08689533,-1.568107807,22.52599974,53.74595945,45.0446502,89.95746409,3.098909974,-2.286228026,292.3287907,0.215745105,0,-14.09697769,212.6107432,6.978960509,3.036716833,6.453765919,0,0,433-DEN,1,40.52394917,Yes,1,N,X,0,32.2815399,-64.8462435,4
293,ESP,0.713924706,0.864596188,0.772263646,88.03941036,94.68042297,2,120.4049926,5,1,129.1133472,-10.33064234,68.87200076,67.80687374,7.018690865,5.08769863,-21.18374633,278.112271,-9.08708004,-0.792826321,0,6.505517835,3.372492561,6.194424917,2.819584692,7.37186586,-20.97965516,7.37186586,-16.20375808,0,9.272605907,4.989015203,-9.846427174,4.999916185,20.39092017,0,20.41001909,6.586310436,-2.569039266,-0.369392158,-16.0960477,44.01191877,350.5572462,150.2074302,-0.826404064,8.303629167,142.846467,3.106047095,0,77.58086761,230.0573003,3.362851535,-0.866348291,1.481684676,0,0,293-ESP,1,32.70251639,Yes,1,N,X,0,32.2860655,-64.8495555,3
400,GBR,1.040122628,0.957829058,-0.858787239,134.6800196,47.19723473,2,31.92046561,5,1,45.83567831,-10.27946885,68.87200076,69.17596467,5.917648149,5.063471949,-31.32453161,127.7070795,-20.3741384,-16.13073653,0,4.089628273,2.739631565,6.276486225,1.597151799,4.984952948,-31.03937804,4.984952948,-26.44404726,0,302.0188893,6.983433856,-21.69433029,6.999882659,15.19379679,0,15.20373813,3.977196529,-16.57415241,-0.142766708,-26.26106137,205.8430639,131.6182644,16.87526471,-0.740129704,4.222618032,290.1095256,4.978270888,0,27.80676904,313.5986554,2.480232079,-0.895324675,0.473265835,0,0,400-GBR,1,39.81745297,Yes,1,Y,GBR-6,8,32.2842015,-64.8468657,4
559,AUS,0.640467763,0.412957162,0.707020342,63.0851025,50.51595726,2,124.9569038,5,1,164.006475,-8.15924836,68.87200076,61.65490869,10.33697051,9.501434319,-20.16990891,325.9694667,-0.291884052,11.16630915,0,6.346203246,3.374638307,6.235755245,2.636335412,7.419735241,-20.03966233,7.419735241,-10.73888104,0,108.9201593,4.995514128,-0.821654842,4.999916185,31.33621806,0,31.31580263,6.405532404,9.959833928,-2.33237812,-10.65781181,189.9785562,129.201238,282.6606852,-1.09434198,11.4773978,114.7210321,4.683519624,0,22.41860014,60.33785698,3.68899755,-1.073532421,3.344464666,0,0,559-AUS,1,23.34267084,Yes,1,Y,AUS-8,13,32.2921799,-64.8518615,5
401,USA,0.117503248,-0.119451076,0.050808609,70.81570867,35.82494316,2,120.8089846,5,1,17.88602172,-10.7386804,68.87200076,62.86533433,7.440174582,7.469541834,-20.23116376,125.0263669,-5.28287342,1.900375912,0,6.183194378,-4.080453194,6.263117837,2.673680325,7.019028106,-20.03951035,7.019028106,-12.90416797,0,19.44610523,2.97261508,-5.478490464,2.999949711,22.13153924,0,22.13153924,6.144658024,2.690378857,-5.286911769,-12.75180011,283.8252325,257.4356765,57.83293291,-0.849122821,7.221822826,93.45116732,3.283609602,0,19.51184921,224.7398478,-4.114407345,-0.835833621,-3.805223891,0,0,401-USA,1,14.60887048,No,0,N,X,0,32.2902337,-64.8455519,3
403,AUS,1.148868203,1.230930448,1.047049522,-147.2474857,25.93633289,2,315.6897042,2,5,190.5498606,5.866330804,68.87200076,67.27205627,0.049412853,0.13523257,22.85832089,323.1569041,23.04296651,22.89141828,0,-0.164608813,0.460992359,-10.44822234,1.968445364,4.266108408,23.03964533,-4.266108408,23.03964533,0,119.8187711,2.238280952,23.03964533,2.212308091,0.033097666,0,0.043462024,-0.136560681,23.03964533,-0.24503928,23.01437193,299.4700266,184.5731991,27.11468134,4.165176141,-0.141183399,102.5699616,0.379125925,0,-22.55974088,213.6654474,4.977858089,4.101499568,3.044582863,0,0,403-AUS,1,43.10056513,Yes,1,Y,AUS-6,-15,32.2838217,-64.8492485,4
561,USA,0.454439551,-0.195368126,-0.546265602,67.92274107,4.946135473,2,138.2216776,5,1,18.41337379,-9.957387013,68.87200076,47.72971026,10.14917872,9.861463836,-20.13929259,126.4326482,-0.128648854,0.133456067,0,6.175036998,7.804665066,6.258700412,2.526764664,7.296544241,-20.13929259,7.296544241,-10.2778279,0,9.492335654,2.970802092,-0.128648854,2.999949711,20.27274936,0,20.27274936,6.331195186,0.133456067,-7.999865896,-10.2778279,4.02105915,350.3375053,22.45640524,-1.03566009,0.262104908,229.1344461,5.972751554,0,5.342393823,100.5044988,7.846817578,-1.12150767,10.84876768,0,0,561-USA,1,0.053549443,Yes,1,N,X,0,32.2884165,-64.8411845,3
562,DEN,0.665493429,0.654285491,0.571685076,-26.15483656,37.28787918,2,219.4973224,1,5,249.5253885,6.420934907,68.87200076,68.9416482,-4.237397708,-5.006266553,20.05791942,17.29275149,10.83422706,7.238083798,0,-1.306377412,6.999882659,-9.974165372,2.449660366,7.512075983,20.03971868,-7.512075983,15.91238733,0,262.1159133,3.729676876,11.75803832,3.649551074,12.81983648,0,-12.82040509,-1.23177275,6.871124628,-1.026991299,15.05192181,53.48228341,244.3837041,313.7305054,6.26810174,-3.57674083,292.96602,2.469506761,0,-18.37127422,247.8554346,6.977165449,6.205698144,5.706186773,0,0,562-DEN,1,29.30681212,Yes,1,N,X,0,32.2945669,-64.850716,5
562,USA,0.454392046,-0.185300827,-0.518127501,68.01716843,4.771084642,2,139.0336642,5,1,18.41337379,-9.957093315,68.87200076,47.95141479,10.14917872,9.861463836,-20.13929259,126.4326482,-0.128648854,0.133456067,0,6.175036998,7.804859726,6.259585348,2.526764664,7.296544241,-20.13929259,7.296544241,-10.2778279,0,9.514309226,2.970802092,-0.128648854,2.999949711,20.27274936,0,20.27274936,6.331195186,0.133456067,-7.285878047,-10.2778279,4.086978159,350.3375053,22.45640524,-1.03566009,0.262104908,229.1344461,5.246763917,0,5.342393823,100.5044988,7.846817578,-1.12150767,10.12278004,0,0,562-USA,1,0.30600375,Yes,1,N,X,0,32.2884205,-64.8411782,3
563,DEN,0.785528779,0.658332288,0.739386618,-26.0776742,38.12636948,2,219.9993277,1,5,348.0083835,6.421228605,68.87200076,69.0771933,-4.818921294,-4.141516793,20.08852038,17.20485891,11.11787628,7.257338102,0,-1.303653768,6.999882659,-9.97533675,2.450339756,7.507987261,20.03971868,-7.507987261,15.91238733,0,262.1598724,3.079322699,11.75803832,2.819912328,12.83118313,0,-12.81135253,-1.23177275,6.871124628,-1.22890866,15.93679843,53.61411972,244.3837041,313.7305054,6.26810174,-3.850914442,292.83417,1.892320345,0,-16.42008895,247.8115028,6.973572343,6.204333387,5.811795158,0,0,563-DEN,1,29.08875019,Yes,1,N,X,0,32.294463,-64.8508187,5
485,ESP,1.018384099,1.027159929,1.165316582,143.9761393,99.11171036,2,23.64460543,5,1,314.0381098,-10.30126911,68.87200076,69.71498271,3.839788917,2.550326469,-29.73388983,162.6221733,-23.3542336,-19.37980629,0,3.605136488,1.629146006,6.191201494,1.754258529,3.701755917,-29.49956312,3.701755917,-26.76150079,0,104.6354245,6.971813996,-23.11679061,6.999882659,10.3540844,0,10.3540844,3.673144681,-18.944602,-0.318740036,-27.18356379,87.54043089,39.63929313,170.5104817,-0.05468718,3.963968587,143.6155327,5.169844461,0,80.79660264,157.1069458,1.24123587,-0.096619416,-0.530116755,0,0,485-ESP,1,43.53921757,Yes,1,Y,ESP-9,-14,32.2922437,-64.845018,4
95,ESP,0.733351469,0.708622277,0.72764045,174.1434593,33.55661316,2,313.5947486,1,5,43.1549725,6.455663431,68.87200076,71.46022581,-2.981298172,-2.499273366,30.29846644,238.8245311,24.82899439,22.41543605,0,-0.315248688,6.999882659,-10.5101935,1.704083533,4.038664389,30.49954721,-4.038664389,28.33645362,0,327.7712433,2.006712566,25.457102,2.030240434,7.883031241,0,-7.894130298,-0.27958627,22.16104054,-0.913030126,27.81029171,352.952293,305.7762583,208.6556129,3.792532973,-2.413558547,38.34288566,0.825533482,0,31.90253978,235.9460708,6.988329394,3.723415727,5.805349167,0,0,95-ESP,1,41.86320129,Yes,1,N,X,0,32.288367,-64.8426405,2
95,USA,0.773961544,0.757840753,0.823657036,-146.5862142,40.05006866,2,316.7776714,1,5,293.9987446,6.086065246,68.87200076,67.18904898,-3.906670984,-3.448239786,32.86290878,229.0245757,25.49736938,21.43752713,0,-0.347575574,6.999882659,-10.58828646,1.910663245,4.51647753,33.03940769,-4.51647753,29.29700703,0,113.9959255,1.814128126,25.4023273,1.755349332,11.42538164,0,-11.42538164,-0.327851055,21.11785379,-1.630731036,29.43668781,248.2509572,232.6501221,352.6666545,4.247567859,-4.0704713,110.7439222,1.31744488,0,-22.91640994,235.7263573,6.960733722,4.168902009,6.476741395,0,0,95-USA,1,41.24153106,Yes,1,N,X,0,32.2889224,-64.8466659,2
97,NZL,0.955206335,0.979897439,0.893069744,-148.0371922,40.5043911,2,322.3335931,1,5,12.21698776,6.269449849,68.87200076,68.70313799,-2.625827593,-1.784659061,32.27174224,233.6389149,27.88344815,25.43487998,0,-0.101922711,6.999882659,-10.50565313,1.629046968,3.461939224,32.45950756,-3.461939224,30.41458307,0,77.74047547,1.409372503,27.75906016,1.43062581,6.836860557,0,-6.848193976,-0.023353125,24.73464215,-1.002318201,30.4984134,270.4876215,110.4802428,222.4986032,3.314717485,-2.437707108,222.8721325,0.348239783,0,-26.14168161,255.1944182,6.956808498,3.36001658,5.884826102,0,0,97-NZL,1,43.23265916,Yes,1,N,X,0,32.289455,-64.8448205,2
99,DEN,1.038084149,0.984987199,0.888190806,-145.5994431,31.1527771,2,313.9017246,1,5,268.5979541,6.422697096,68.87200076,68.10107731,-2.18402257,-1.502206406,25.83473974,333.2205322,22.14851055,20.33367977,0,-0.101193641,6.999882659,-10.15755851,1.421339635,3.045066739,26.03966762,-3.045066739,24.64072535,0,27.55414254,1.665120399,23.2326255,1.590976774,5.501059971,0,-5.511241221,-0.044949018,21.57622608,-0.908399365,24.33253355,53.70201059,327.134014,73.1261431,2.99355025,-1.825012032,289.7359689,0.46094204,0,-23.94445415,256.6446313,7.025661073,2.943873004,5.819681465,0,0,99-DEN,1,43.72001451,Yes,1,N,X,0,32.2884325,-64.8436149,2
668,JPN,-0.068828851,-0.127994716,0.009907002,33.29606913,41.62206459,2,151.5884535,5,1,196.9220309,-10.49865474,68.87200076,82.62307718,-0.3062862,-0.719370464,3.038707192,158.974661,2.022649532,3.037789599,0,-1.55940177,7.446809257,6.179378864,1.820493435,-6.75979041,2.95999225,-6.75979041,2.358593881,0,301.5574417,7.02363891,1.888380393,6.999882659,0.000917419,0,-0.020079991,-1.499974855,1.426685218,-4.170930149,2.328935705,81.93731936,17.79813084,116.2371702,5.264343543,1.005576735,343.701676,6.202458073,0,10.61612461,17.62234568,7.442952761,5.20038864,6.618155766,0,0,668-JPN,1,3.278432252,No,0,N,X,0,32.2877067,-64.8389542,3
673,JPN,0.021327855,-0.001728856,-0.084333681,32.10235697,40.21584549,2,153.828414,5,1,196.9220309,-10.49836019,68.87200076,82.51380099,-0.344718287,-0.719370464,3.04830617,159.0625519,1.984217338,2.989979129,0,-1.560766314,7.451905432,6.179672562,1.81981127,-6.761155167,2.95999225,-6.761155167,2.358593881,0,301.4695509,7.02363891,1.888380393,6.999882659,0.058326934,0,-0.039203702,-1.499974855,1.426685218,-4.087931398,2.328935705,81.9812648,17.79813084,116.2371702,5.264343543,1.024885039,343.8115328,6.102459835,0,9.620505007,17.66629283,7.448384469,5.20038864,6.527209662,0,0,673-JPN,1,3.095736559,No,0,N,X,0,32.2876527,-64.8388819,3
674,DEN,0.713964522,0.634055734,0.792217493,52.41558203,48.22599792,2,133.5907684,5,1,233.1774673,-10.13773389,68.87200076,66.43463409,2.882425634,2.884589523,-20.23116376,15.82056056,-14.46414817,-11.15704571,0,6.212063453,3.680193437,6.530654212,2.478739042,7.466649249,-20.03971868,7.466649249,-17.22657378,0,1.076676977,7.021075882,-14.39501129,6.999882659,9.074118048,0,9.074118048,6.26810174,-11.06414233,-0.65296379,-17.34657338,53.89976848,222.147026,69.12706051,-1.23177275,3.307103104,293.9108537,5.303104867,0,23.5191212,334.0775023,3.3990938,-1.254585475,1.682919338,0,0,674-DEN,1,28.93049539,Yes,1,N,X,0,32.285291,-64.8400974,5
674,ESP,0.548633933,0.607487082,0.605264187,76.91713032,92.77547607,2,136.3217239,5,1,306.1278492,-10.21315284,68.87200076,69.50063088,7.126957474,5.652688463,-21.42026725,262.2257701,-8.630330776,-0.449040168,0,6.582626829,3.476727437,6.192080454,2.833616889,7.498019454,-21.45964499,7.498019454,-16.1841025,0,125.1582032,4.989015203,-9.161681927,4.999916185,20.9712267,0,20.96093702,6.542108013,-1.122951722,-0.657071775,-15.73738081,127.3335365,15.99634402,259.4132348,-0.957766265,8.181290234,330.6057445,3.209443139,0,70.30254973,263.0168153,3.461908915,-0.915393052,1.694943139,0,0,674-ESP,1,29.05041741,Yes,1,N,X,0,32.2827799,-64.8395902,5
674,USA,0.454414576,-0.307284802,-0.545905173,77.95548983,4.408050013,2,171.0191259,5,1,18.41337379,-9.959448876,68.87200076,48.77202445,9.505143966,10.39052431,-20.61966833,126.3667232,-0.723999892,-11.71236655,0,6.119286859,7.774337318,6.257817183,2.391421691,7.455730338,-20.13929259,7.455730338,-10.2778279,0,9.492335654,2.976240844,-0.128648854,2.999949711,8.907302631,0,8.907302631,6.121198459,0.133456067,-7.512874262,-10.22914402,3.95514014,350.4693553,22.4124598,-1.245656604,-10.98836565,267.916793,5.487198529,0,12.31172931,100.3726625,7.797892933,-1.336443265,10.30885147,0,0,674-USA,1,1.740612006,Yes,1,N,X,0,32.288537,-64.8408674,3
577,GBR,1.041446805,0.991733432,-0.860772014,49.50122569,46.85158424,2,137.4976912,5,1,148.0540764,-10.20456985,68.87200076,67.61248656,6.491986377,6.510228531,-21.21457439,127.1797206,-8.212935354,-1.642891121,0,6.03123078,2.186933084,6.276192526,2.296322832,7.469815895,-21.03945517,7.469815895,-15.08688213,0,282.3310876,6.979827089,-8.93432542,6.999882659,19.57168167,0,19.58196111,6.078687788,-2.301887089,-1.104703377,-14.71462316,77.47679602,87.1888674,119.6649552,-1.421186275,6.579746624,242.4500775,5.772454122,0,16.07105092,191.5606193,2.139594537,-1.438585222,0.917742103,0,0,577-GBR,1,30.9179159,Yes,1,N,X,0,32.2876875,-64.8451192,5
578,NZL,0.878811538,0.86463964,0.96941334,-39.56503873,39.99195786,2,217.7403655,1,5,319.5313578,6.268275057,68.87200076,68.37110884,-9.223711144,-6.336330208,21.61618952,240.1648874,6.047145121,-3.832248389,0,-0.607880646,4.999916185,-10.51036425,2.593828797,6.40341846,21.41963887,-6.40341846,15.04689991,0,81.27812414,3.192338851,6.771316354,3.177891934,25.4484379,0,-25.43004079,-0.58391426,-2.653876619,-0.945981307,15.30010185,256.0733542,29.44381853,122.6532859,5.760757423,-9.870000719,226.7613652,1.781362428,0,-16.00429436,315.9717364,4.989705052,5.795538027,3.582196871,0,0,578-NZL,1,29.74234463,Yes,1,N,X,0,32.2920597,-64.8433075,5
